cui,code,str
C2697961,L01EE01,trametinib
C4049146,L01EE02,cobimetinib
C3899947,L01EE03,binimetinib
C2980074,L01EE04,selumetinib
C5447979,L01EE05,mirdametinib
C5432221,L01EF,Cyclin-dependent kinase (CDK) inhibitors
C3853822,L01EF01,palbociclib
C4045494,L01EF02,ribociclib
C3852841,L01EF03,abemaciclib
C5432227,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors
C5432227,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG)
C1707080,L01EG01,temsirolimus
C0541315,L01EG02,everolimus
C2713007,L01EG03,ridaforolimus
C0072980,L01EG04,sirolimus
C5432225,L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
C1506770,L01EH01,lapatinib
C2713008,L01EH02,neratinib
C4519167,L01EH03,tucatinib
C5432226,L01EJ,Janus-associated kinase (JAK) inhibitors
C5432226,L01EJ,Janus-associated kinase (JAK) inhibitors (L01EJ)
C2931926,L01EJ01,ruxolitinib
C3886623,L01EJ02,fedratinib
C3467842,L01EJ03,pacritinib
C2744845,L01EJ04,momelotinib
C5432233,L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
C1700874,L01EK01,axitinib
C1698364,L01EK02,cediranib
C2827667,L01EK03,tivozanib
C3640966,L01EK04,fruquintinib
C5432220,L01EL,Bruton's tyrosine kinase (BTK) inhibitors
C3501358,L01EL01,ibrutinib
C4078312,L01EL02,acalabrutinib
C4683810,L01EL03,zanubrutinib
C5418257,L01EL04,orelabrutinib
C5554559,L01EL05,pirtobrutinib
C4524312,L01EL06,tirabrutinib
C5432229,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors
C2698692,L01EM01,idelalisib
C4049141,L01EM02,copanlisib
C4055478,L01EM03,alpelisib
C4079854,L01EM04,duvelisib
C5139756,L01EM05,parsaclisib
C5577420,L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors
C4519323,L01EN01,erdafitinib
C4724807,L01EN02,pemigatinib
C3254591,L01EN03,infigratinib
C5139845,L01EN04,futibatinib
C5432217,L01EX,Other protein kinase inhibitors
C5432217,L01EX,Other protein kinase inhibitors in ATC
C1176020,L01EX01,sunitinib
C1516119,L01EX02,sorafenib
C1831796,L01EX03,pazopanib
C1121849,L01EX04,vandetanib
C2980094,L01EX05,regorafenib
C2351398,L01EX06,masitinib
C3181682,L01EX07,cabozantinib
C2986924,L01EX08,lenvatinib
C2930789,L01EX09,nintedanib
C0526371,L01EX10,midostaurin
C2980091,L01EX11,quizartinib
C4524315,L01EX12,larotrectinib
C3896940,L01EX13,gilteritinib
C4086264,L01EX14,entrectinib
C4287804,L01EX15,pexidartinib
C4053698,L01EX17,capmatinib
C4743552,L01EX18,avapritinib
C5139749,L01EX19,ripretinib
C4287799,L01EX21,tepotinib
C5235396,L01EX22,selpercatinib
C5226874,L01EX23,pralsetinib
C3897426,L01EX24,surufatinib
C4682392,L01EX25,umbralisib
C4309514,L01EX26,sitravatinib
C4682387,L01EX27,capivasertib
C4524909,L01EX28,repotrectinib
C4324236,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
C5577417,L01FA,CD20 (Clusters of Differentiation 20) inhibitors
C0393022,L01FA01,rituximab
C1832027,L01FA02,ofatumumab
C2742503,L01FA03,obinutuzumab
C5577418,L01FB,CD22 (Clusters of Differentiation 22) inhibitors
C1567130,L01FB01,inotuzumab ozogamicin
C2717021,L01FB02,moxetumomab pasudotox
C5577419,L01FC,CD38 (Clusters of Differentiation 38) inhibitors
C2346801,L01FC01,daratumumab
C4330502,L01FC02,isatuximab
C5575228,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors
C0728747,L01FD01,trastuzumab
C1328025,L01FD02,pertuzumab
C2935436,L01FD03,trastuzumab emtansine
C4726900,L01FD04,trastuzumab deruxtecan
C3896762,L01FD05,trastuzumab duocarmazine
C4053695,L01FD06,margetuximab
C5446306,L01FD07,zanidatamab
C1443775,L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors
C0995188,L01FE01,cetuximab
C0879427,L01FE02,panitumumab
C2352806,L01FE03,necitumumab
C5577421,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors
C3657270,L01FF01,nivolumab
C3658706,L01FF02,pembrolizumab
C4055109,L01FF03,durvalumab
C4055417,L01FF04,avelumab
C4055433,L01FF05,atezolizumab
C4724806,L01FF06,cemiplimab
C5242455,L01FF07,dostarlimab
C5418241,L01FF08,prolgolimab
C4733463,L01FF09,tislelizumab
C5401615,L01FF10,retifanlimab
C5418251,L01FF11,sugemalimab
C5418260,L01FF12,serplulimab
C4763386,L01FF13,toripalimab
C5577422,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors
C0796392,L01FG01,bevacizumab
C2742502,L01FG02,ramucirumab
C5577406,L01FX,Other monoclonal antibodies and antibody drug conjugates
C5577406,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC
C0279218,L01FX01,edrecolomab
C1533699,L01FX02,gemtuzumab ozogamicin
C1831854,L01FX03,catumaxomab
C1367202,L01FX04,ipilimumab
C2973446,L01FX05,brentuximab vedotin
C4722567,L01FX06,dinutuximab beta
C3853839,L01FX07,blinatumomab
C1832049,L01FX08,elotuzumab
C2987603,L01FX09,mogamulizumab
C2698152,L01FX10,olaratumab
C4542166,L01FX11,bermekimab
C5139916,L01FX12,tafasitamab
C4519740,L01FX13,enfortumab vedotin
C4078806,L01FX14,polatuzumab vedotin
C5227411,L01FX15,belantamab mafodotin
C4305686,L01FX16,oportuzumab monatox
C4086837,L01FX17,sacituzumab govitecan
C5446297,L01FX18,amivantamab
C5418173,L01FX19,sabatolimab
C2351038,L01FX20,tremelimumab
C4733494,L01FX21,naxitamab
C5203804,L01FX22,loncastuximab tesirine
C4724800,L01FX23,tisotumab vedotin
C5235398,L01FX24,teclistamab
C4763385,L01FX25,mosunetuzumab
C4288736,L01FX26,mirvetuximab soravtansine
C5418281,L01FX27,epcoritamab
C5418242,L01FX28,glofitamab
C5419330,L01FX29,talquetamab
C2827697,L01FX31,zolbetuximab
C5667166,L01FX32,elranatamab
C5446797,L01FX33,tarlatamab
C5421266,L01FX34,odronextamab
C5432272,L01FX35,datopotamab deruxtecan
C5418190,L01FX36,patritumab deruxtecan
C5881831,L01FY,Combinations of monoclonal antibodies and antibody drug conjugates
C5881823,L01FY01,pertuzumab and trastuzumab
C5577550,L01FY02,nivolumab and relatlimab
C5881824,L01FY03,prolgolimab and nurulimab
C3539171,L01X,OTHER ANTINEOPLASTIC AGENTS
C3539171,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC
C3536920,L01XA,Platinum compounds
C3536920,L01XA,"Platinum compounds, antineoplastic drugs"
C0008838,L01XA01,cisplatin
C0079083,L01XA02,carboplatin
C0069717,L01XA03,oxaliplatin
C1142934,L01XA04,satraplatin
C0208926,L01XA05,polyplatillen
C3540021,L01XB,Methylhydrazines
C3540021,L01XB,"Methylhydrazines, antineoplastics"
C0033223,L01XB01,procarbazine
C3653541,L01XD,Sensitizers used in photodynamic/radiation therapy
C1130428,L01XD01,porfimer sodium
C1134467,L01XD03,methyl aminolevulinate
C0002563,L01XD04,aminolevulinic acid
C0379149,L01XD05,temoporfin
C0080719,L01XD06,efaproxiral
C2698706,L01XD07,padeliporfin
C5432231,L01XF,Retinoids for cancer treatment
C0040845,L01XF01,tretinoin
C0281666,L01XF02,alitretinoin
C0765273,L01XF03,bexarotene
C5401043,L01XG,Proteasome inhibitors
C5401043,L01XG,"Proteasome inhibitors, antineoplastic agent"
C1176309,L01XG01,bortezomib
C2001856,L01XG02,carfilzomib
C3273711,L01XG03,ixazomib
C5432224,L01XH,Histone deacetylase (HDAC) inhibitors
C0672708,L01XH01,vorinostat
C1527027,L01XH02,romidepsin
C1998098,L01XH03,panobinostat
C1948068,L01XH04,belinostat
C2743752,L01XH05,entinostat
C2932486,L01XH06,tucidinostat
C2935131,L01XH07,resminostat
C5432223,L01XJ,Hedgehog pathway inhibitors
C2987716,L01XJ01,vismodegib
C3886731,L01XJ02,sonidegib
C4519273,L01XJ03,glasdegib
C1882413,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors
C2316164,L01XK01,olaparib
C2744440,L01XK02,niraparib
C3661315,L01XK03,rucaparib
C4042960,L01XK04,talazoparib
C1958300,L01XK05,veliparib
C5139725,L01XK06,pamiparib
C5834478,L01XK52,niraparib and abiraterone
C5783063,L01XL,Antineoplastic cell and gene therapy
C5783063,L01XL,Antineoplastic cell and gene therapy agents
C2354637,L01XL01,sitimagene ceradenovec
C1831828,L01XL02,talimogene laherparepvec
C3896829,L01XL03,axicabtagene ciloleucel
C3640939,L01XL04,tisagenlecleucel
C4727630,L01XL05,ciltacabtagene autoleucel
C5398046,L01XL06,brexucabtagene autoleucel
C3899973,L01XL07,idecabtagene vicleucel
C4086001,L01XL08,lisocabtagene maraleucel
C4684961,L01XL09,tabelecleucel
C4764312,L01XL10,nadofaragene firadenovec
C4053624,L01XL11,lifileucel
C5417935,L01XL12,obecabtagene autoleucel
C5978761,L01XM,Isocitrate dehydrogenase (IDH) inhibitors
C5978761,L01XM,"Isocitrate dehydrogenase (IDH) inhibitors, antineoplastic"
C4519428,L01XM01,enasidenib
C4682397,L01XM02,ivosidenib
C5235389,L01XM03,olutasidenib
C4726974,L01XM04,vorasidenib
C5978743,L01XU,Other antineoplastic agents (cont.)
C5978743,L01XU,Other antineoplastic agents (cont.) in ATC
C3539171,L01XX,Other antineoplastic agents
C3539171,L01XX,Other antineoplastic agents in ATC
C0002699,L01XX01,amsacrine
C0003993,L01XX02,asparaginase
C0019453,L01XX03,altretamine
C0020402,L01XX05,hydroxycarbamide
C0065175,L01XX07,lonidamine
C0030896,L01XX08,pentostatin
C0733397,L01XX10,masoprocol
C0014921,L01XX11,estramustine
C0026251,L01XX16,mitoguazone
C3652605,L01XX18,tiazofurine
C0026256,L01XX23,mitotane
C0071568,L01XX24,pegaspargase
C0052416,L01XX27,arsenic trioxide
C0717670,L01XX29,denileukin diftitox
C0538927,L01XX33,celecoxib
C0051809,L01XX35,anagrelide
C0914297,L01XX36,oblimersen
C0062941,L01XX40,omacetaxine mepesuccinate
C2350866,L01XX41,eribulin
C1134659,L01XX44,aflibercept
C4079830,L01XX52,venetoclax
C1451341,L01XX53,vosaroxin
C0388638,L01XX57,plitidepsin
C4086265,L01XX58,epacadostat
C3852671,L01XX66,selinexor
C4746084,L01XX67,tagraxofusp
C3898565,L01XX69,lurbinectedin
C4086895,L01XX72,tazemetostat
C5418250,L01XX73,sotorasib
C5418188,L01XX74,belzutifan
C5139666,L01XX75,tebentafusp
C5544276,L01XX77,adagrasib
C2975395,L01XX78,navitoclax
C0002260,L01XX79,eflornithine
C2746063,L01XX80,imetelstat
C4519277,L01XX81,nirogacestat
C1872686,L01XX82,darinaparsin
C0048719,L01XX83,para-toluenesulfonamide
C5707688,L01XX84,pelabresib
C1436659,L01XX85,idroxioleic acid
C2699709,L01XX86,calaspargase pegol
C3653683,L01XY,Combinations of antineoplastic agents
C4522081,L01XY01,cytarabine and daunorubicin
C5978745,L01XY04,bifikafusp alfa and onfekafusp alfa
C3540795,L02,ENDOCRINE THERAPY
C3540795,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
C3653583,L02A,HORMONES AND RELATED AGENTS
C3541386,L02AA,Estrogens
C3541386,L02AA,"Estrogens, endocrine therapy drugs"
C0012203,L02AA01,diethylstilbestrol
C0071554,L02AA02,polyestradiol phosphate
C0015011,L02AA03,ethinylestradiol
C0060692,L02AA04,fosfestrol
C3540744,L02AB,Progestogens
C3540744,L02AB,"Progestogens, endocrine therapy drugs"
C0025175,L02AB01,megestrol
C0025147,L02AB02,medroxyprogesterone
C0017508,L02AB03,gestonorone
C1518041,L02AE,Gonadotropin releasing hormone analogues
C1518041,L02AE,"Gonadotropin releasing hormone analogues, endocrine therapy drugs"
C0006456,L02AE01,buserelin
C0085272,L02AE02,leuprorelin
C0120107,L02AE03,goserelin
C0077275,L02AE04,triptorelin
C0121902,L02AE05,histrelin
C4759133,L02AE51,leuprorelin and bicalutamide
C3539186,L02AX,Other hormones
C3539186,L02AX,Other hormones for endocrine therapy in ATC
C3653584,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS
C0014930,L02BA,Anti-estrogens
C0039286,L02BA01,tamoxifen
C0076836,L02BA02,toremifene
C0935916,L02BA03,fulvestrant
C4682404,L02BA04,elacestrant
C3540699,L02BB,Anti-androgen hormone antagonists and related agents
C3540699,L02BB,Anti-androgens
C0016384,L02BB01,flutamide
C0068771,L02BB02,nilutamide
C0285590,L02BB03,bicalutamide
C3496793,L02BB04,enzalutamide
C4329353,L02BB05,apalutamide
C4547776,L02BB06,darolutamide
C0593802,L02BG,Aromatase inhibitors
C0002555,L02BG01,aminoglutethimide
C0048306,L02BG02,formestane
C0290883,L02BG03,anastrozole
C0246421,L02BG04,letrozole
C0286224,L02BG05,vorozole
C0851344,L02BG06,exemestane
C3653861,L02BX,Other hormone antagonists and related agents
C3653861,L02BX,Other hormone antagonists and related agents in ATC
C0965390,L02BX01,abarelix
C1455035,L02BX02,degarelix
C0754011,L02BX03,abiraterone
C3896936,L02BX04,relugolix
C5881812,L02BX53,abiraterone and corticosteroids
C0001551,L03,IMMUNOSTIMULANTS
C0001551,L03A,IMMUNOSTIMULANTS
C0009392,L03AA,Colony stimulating factors
C0210630,L03AA02,filgrastim
C0218633,L03AA03,molgramostim
C0216231,L03AA09,sargramostim
C0218640,L03AA10,lenograstim
C0538777,L03AA12,ancestim
C1136535,L03AA13,pegfilgrastim
C3640212,L03AA14,lipegfilgrastim
C3871462,L03AA15,balugrastim
C4301614,L03AA16,empegfilgrastim
C4288415,L03AA17,pegteograstim
C5400023,L03AA18,efbemalenograstim alfa
C3641654,L03AA19,eflapegrastim
C0021747,L03AB,Interferons
C0002199,L03AB01,interferon alfa natural
C0015980,L03AB02,interferon beta natural
C3539881,L03AB03,interferon gamma
C0021734,L03AB04,interferon alfa-2a
C0021735,L03AB05,interferon alfa-2b
C0699817,L03AB06,interferon alfa-n1
C0254119,L03AB07,interferon beta-1a
C0244713,L03AB08,interferon beta-1b
C0164613,L03AB09,interferon alfacon-1
C0796545,L03AB10,peginterferon alfa-2b
C0391001,L03AB11,peginterferon alfa-2a
C2603873,L03AB12,albinterferon alfa-2b
C3848580,L03AB13,peginterferon beta-1a
C3871458,L03AB14,cepeginterferon alfa-2b
C4542175,L03AB15,ropeginterferon alfa-2b
C5238098,L03AB16,peginterferon alfacon-2
C4726729,L03AB17,sampeginterferon beta-1a
C3652608,L03AB60,"peginterferon alfa-2b, combinations"
C3652807,L03AB61,"peginterferon alfa-2a, combinations"
C0021764,L03AC,Interleukins
C0218986,L03AC01,aldesleukin
C0537670,L03AC02,oprelvekin
C3653857,L03AX,Other immunostimulants
C3653857,L03AX,Other immunostimulants in ATC
C0023324,L03AX01,lentinan
C0244748,L03AX02,roquinimex
C0004886,L03AX03,BCG vaccine
C0164674,L03AX04,pegademase
C0081002,L03AX05,pidotimod
C0032414,L03AX07,poly I:C
C0071359,L03AX08,poly ICLC
C0080225,L03AX09,thymopentin
C0123407,L03AX10,immunocyanin
C0937851,L03AX11,tasonermin
C0796561,L03AX12,melanoma vaccine
C0289884,L03AX13,glatiramer acetate
C0543456,L03AX14,histamine dihydrochloride
C0129341,L03AX15,mifamurtide
C1955474,L03AX16,plerixafor
C1706668,L03AX17,sipuleucel-T
C0044659,L03AX18,cridanimod
C3871453,L03AX19,dasiprotimut-T
C4731737,L03AX21,elapegademase
C4547202,L03AX22,leniolisib
C5139777,L03AX23,motixafortide
C2930725,L03AX24,mavorixafor
C0021081,L04,IMMUNOSUPPRESSANTS
C0021081,L04A,IMMUNOSUPPRESSANTS
C3653372,L04AA,Selective immunosuppressants
C2756957,L04AA03,antilymphocyte immunoglobulin (horse)
C0359156,L04AA04,antithymocyte immunoglobulin (rabbit)
C0026933,L04AA06,mycophenolic acid
C0962603,L04AA15,alefacept
C0284559,L04AA19,gusperimus
C1172637,L04AA22,abetimus
C1619966,L04AA24,abatacept
C1619962,L04AA28,belatacept
C1678805,L04AA32,apremilast
C0092801,L04AA40,cladribine
C5139878,L04AA41,imlifidase
C5418179,L04AA48,belumosudil
C5139924,L04AA58,efgartigimod alfa
C5446791,L04AA60,remibrutinib
C3653350,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
C0717758,L04AB01,etanercept
C0666743,L04AB02,infliximab
C0966666,L04AB03,afelimomab
C1122087,L04AB04,adalimumab
C1872109,L04AB05,certolizumab pegol
C2353893,L04AB06,golimumab
C5227835,L04AB07,opinercept
C3653320,L04AC,Interleukin inhibitors
C0663182,L04AC01,daclizumab
C0676831,L04AC02,basiliximab
C0245109,L04AC03,anakinra
C2343589,L04AC04,rilonacept
C1608841,L04AC05,ustekinumab
C1609165,L04AC07,tocilizumab
C2718773,L04AC08,canakinumab
C2744325,L04AC09,briakinumab
C3179547,L04AC10,secukinumab
C1609931,L04AC11,siltuximab
C3491331,L04AC12,brodalumab
C3489764,L04AC13,ixekizumab
C3885145,L04AC14,sarilumab
C3254570,L04AC15,sirukumab
C3852217,L04AC16,guselkumab
C4043954,L04AC17,tildrakizumab
C4505511,L04AC18,risankizumab
C4726732,L04AC19,satralizumab
C5448040,L04AC20,netakimab
C4519734,L04AC21,bimekizumab
C5238146,L04AC22,spesolimab
C3885146,L04AC23,olokizumab
C5139904,L04AC24,mirikizumab
C5420393,L04AC25,levilimab
C5432265,L04AC26,goflikicept
C1562036,L04AD,Calcineurin inhibitors
C0010592,L04AD01,ciclosporin
C0085149,L04AD02,tacrolimus
C2607219,L04AD03,voclosporin
C5881833,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators
C1699926,L04AE01,fingolimod
C4278675,L04AE02,ozanimod
C3657824,L04AE03,siponimod
C2934701,L04AE04,ponesimod
C5139928,L04AE05,etrasimod
C5848945,L04AF,Janus-associated kinase (JAK) inhibitors
C5848945,L04AF,Janus-associated kinase (JAK) inhibitors (L04AF)
C2930696,L04AF01,tofacitinib
C4044947,L04AF02,baricitinib
C4726929,L04AF03,upadacitinib
C4310256,L04AF04,filgotinib
C4519324,L04AF05,itacitinib
C4505522,L04AF06,peficitinib
C5420928,L04AF07,deucravacitinib
C5418278,L04AF08,ritlecitinib
C0003250,L04AG,Monoclonal antibodies
C0085379,L04AG01,muromonab-CD3
C1174995,L04AG02,efalizumab
C1172734,L04AG03,natalizumab
C1723401,L04AG04,belimumab
C2742797,L04AG05,vedolizumab
C0383429,L04AG06,alemtuzumab
C4059170,L04AG07,begelomab
C1882138,L04AG08,ocrelizumab
C4740904,L04AG09,emapalumab
C4519594,L04AG10,inebilizumab
C4519739,L04AG11,anifrolumab
C1832027,L04AG12,ofatumumab
C2987429,L04AG13,teprotumumab
C4083151,L04AG14,ublituximab
C5446731,L04AG15,divozilimab
C4726717,L04AG16,rozanolixizumab
C5909033,L04AG17,seniprutug
C5848950,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors
C5848950,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors (L04AH)
C0072980,L04AH01,sirolimus
C0541315,L04AH02,everolimus
C1564892,L04AJ,Complement inhibitors
C1541483,L04AJ01,eculizumab
C4550350,L04AJ02,ravulizumab
C5418501,L04AJ03,pegcetacoplan
C4727016,L04AJ04,sutimlimab
C4507514,L04AJ05,avacopan
C5203810,L04AJ06,zilucoplan
C5418336,L04AJ07,crovalimab
C5418258,L04AJ08,iptacopan
C5139702,L04AJ09,danicopan
C5392705,L04AJ10,vilobelimab
C5139913,L04AJ11,pozelimab
C5881832,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors
C0063041,L04AK01,leflunomide
C1718383,L04AK02,teriflunomide
C3653856,L04AX,Other immunosuppressants
C3653856,L04AX,Other immunosuppressants in ATC
C0004482,L04AX01,azathioprine
C0039736,L04AX02,thalidomide
C0025677,L04AX03,methotrexate
C1144149,L04AX04,lenalidomide
C0298067,L04AX05,pirfenidone
C2347624,L04AX06,pomalidomide
C0058218,L04AX07,dimethyl fumarate
C5227825,L04AX08,darvadstrocel
C5139729,L04AX09,diroximel fumarate
C5909085,L04AX10,tegomil fumarate
C3540013,M,MUSCULO-SKELETAL SYSTEM
C3540013,M,MUSCULO-SKELETAL SYSTEM DRUGS
C3653623,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
C3653622,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C3653449,M01AA,Butylpyrazolidines
C3653449,M01AA,"Butylpyrazolidines, antiinflammatory and antirheumatic drugs"
C0031463,M01AA01,phenylbutazone
C0066774,M01AA02,mofebutazone
C0030078,M01AA03,oxyphenbutazone
C0650237,M01AA05,clofezone
C0064324,M01AA06,kebuzone
C3653634,M01AB,Acetic acid derivatives and related substances
C0021246,M01AB01,indometacin
C0038792,M01AB02,sulindac
C0040377,M01AB03,tolmetin
C0078840,M01AB04,zomepirac
C0012091,M01AB05,diclofenac
C0001937,M01AB06,alclofenac
C0054219,M01AB07,bumadizone
C0059865,M01AB08,etodolac
C0065166,M01AB09,lonazolac
C0060201,M01AB10,fentiazac
C0050409,M01AB11,acemetacin
C0057982,M01AB12,difenpiramide
C2698676,M01AB13,oxametacin
C0072315,M01AB14,proglumetacin
C0073631,M01AB15,ketorolac
C0050403,M01AB16,aceclofenac
C0006351,M01AB17,bufexamac
C3653099,M01AB51,"indometacin, combinations"
C3653153,M01AB55,"diclofenac, combinations"
C3653294,M01AC,Oxicams
C3653294,M01AC,"Oxicams, antiinflammatory and antirheumatic drugs"
